Seat Fare Type 1,Seat Fare Type 2,Bus,Service Date,RecordedAt
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,27-06-2020 23:37
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,28-06-2020 23:29
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,06-07-2020 15:20
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,06-07-2020 15:23
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,06-07-2020 23:28
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,08-07-2020 23:43
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,09-07-2020 04:28
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,09-07-2020 23:44
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,10-07-2020 05:47
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,10-07-2020 23:35
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,12-07-2020 05:03
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,12-07-2020 23:42
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,13-07-2020 16:19
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,13-07-2020 18:38
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,13-07-2020 18:39
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,13-07-2020 23:37
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,14-07-2020 07:07
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,14-07-2020 11:08
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,14-07-2020 11:54
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,14-07-2020 17:05
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,14-07-2020 23:38
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,15-07-2020 04:31
,0,23400e84ea8d9f642252d1c343d26464,15-07-2020 00:00,15-07-2020 05:35
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,14-06-2020 23:22
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,27-06-2020 23:37
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,28-06-2020 23:29
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,02-07-2020 15:16
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,02-07-2020 23:38
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,14-07-2020 16:19
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,14-07-2020 23:38
,0,cfa18a60741f6e93df4f7ea15cb0e30b,15-07-2020 00:00,15-07-2020 04:20
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,14-06-2020 23:22
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,19-06-2020 23:17
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,20-06-2020 23:40
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,25-06-2020 23:32
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,26-06-2020 23:33
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,27-06-2020 23:37
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,28-06-2020 23:29
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,01-07-2020 23:38
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,06-07-2020 07:10
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,06-07-2020 23:28
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,08-07-2020 23:43
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,09-07-2020 17:20
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,09-07-2020 23:44
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,10-07-2020 23:35
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,12-07-2020 04:59
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,12-07-2020 23:42
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,14-07-2020 07:34
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,14-07-2020 08:45
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,14-07-2020 16:37
,0,55d025d1d77431effef6d6680a2aea33,15-07-2020 00:00,14-07-2020 23:38
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-06-2020 23:22
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,21-06-2020 15:25
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,21-06-2020 23:29
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,25-06-2020 23:32
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,26-06-2020 23:33
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,29-06-2020 23:37
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,30-06-2020 23:27
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,07-07-2020 15:36
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,07-07-2020 23:34
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,09-07-2020 15:20
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,09-07-2020 23:44
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,10-07-2020 13:23
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,10-07-2020 23:35
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,11-07-2020 06:54
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,11-07-2020 07:22
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,12-07-2020 04:31
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,12-07-2020 15:40
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,12-07-2020 15:44
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,12-07-2020 15:57
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,12-07-2020 23:42
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,13-07-2020 07:23
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,13-07-2020 14:56
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,13-07-2020 23:37
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 08:45
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 13:13
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 14:19
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 15:08
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 16:43
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,14-07-2020 23:38
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,15-07-2020 02:11
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,15-07-2020 05:56
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,15-07-2020 07:22
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,15-07-2020 08:56
,0,1e8f943f51641d72889455e26d49dec7,15-07-2020 00:00,15-07-2020 10:15
"999.00,949.00,1090.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,14-07-2020 19:00
"999.00,949.00,1090.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 02:40
"999.00,949.00,1090.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 04:34
"999.00,949.00,1090.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 04:45
"999.00,949.00,1090.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 06:44
"999.00,849.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 09:44
"999.00,849.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 09:53
"849.00,749.00,700.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 12:56
"849.00,749.00,700.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 12:59
"849.00,749.00,700.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 13:11
"849.00,749.00,700.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 13:19
"849.00,799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 13:30
"849.00,799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 13:30
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:13
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:47
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:47
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:49
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:54
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 14:58
"799.00,730.00,699.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:00
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:36
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:38
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:59
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:59
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 15:59
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:01
"749.00,650.00,600.00",,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:02
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:08
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:08
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:08
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:20
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:20
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:20
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:20
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:22
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:23
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:24
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:24
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:26
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:27
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:27
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:28
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:30
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:31
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:32
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:33
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:34
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:36
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 16:36
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 17:50
699,,4a2864d951d93bbfb4d7ac6a4eb40a75,15-07-2020 00:00,15-07-2020 18:06
810,,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-06-2020 21:16
810,,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,16-06-2020 14:37
810,,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,22-06-2020 14:36
"690.00,650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,27-06-2020 19:06
"690.00,650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,28-06-2020 14:44
"690.00,650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,04-07-2020 14:40
"990.00,950.00,900.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,11-07-2020 00:26
"990.00,950.00,900.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,11-07-2020 05:04
"700.00,650.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 10:31
"700.00,650.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 12:46
"700.00,650.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 15:12
"700.00,650.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 15:12
"700.00,650.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 15:41
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 19:16
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 19:49
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 19:57
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 19:58
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 20:06
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,14-07-2020 20:07
"650.00,600.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 01:47
600,,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 03:44
600,,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 03:56
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 05:26
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 05:32
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 05:34
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 05:34
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 06:04
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 06:28
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 06:34
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 06:47
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 06:57
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 07:13
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 07:18
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 08:00
"600.00,550.00",,ca5a5dcf590a304de20107f2f119fe4d,15-07-2020 00:00,15-07-2020 08:40
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,12-07-2020 18:45
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,13-07-2020 09:25
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 00:12
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 00:13
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 02:41
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:03
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:14
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:15
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:27
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:30
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:36
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:47
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:48
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 06:48
"800.00,750.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 09:33
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 11:12
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 11:41
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 12:47
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 13:06
"600.00,550.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:02
"600.00,550.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:32
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:33
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:34
600,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:35
"800.00,700.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:38
"800.00,700.00,650.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:39
"800.00,700.00,650.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:40
"800.00,700.00,650.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:46
"800.00,700.00,650.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 14:48
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 15:16
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 15:47
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 16:48
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 17:47
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 17:54
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 17:54
"700.00,650.00,600.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,14-07-2020 19:15
"700.00,650.00,600.00,550.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 01:50
"700.00,650.00,600.00,550.00",,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 02:03
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 05:48
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 05:51
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 06:01
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 06:16
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 06:43
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:07
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:07
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:10
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:13
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:20
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:21
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:21
550,,dcb5420e873f5bb322abf4cece991b03,15-07-2020 00:00,15-07-2020 07:24
"950.00,900.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,10-07-2020 05:00
"950.00,900.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,10-07-2020 10:07
"950.00,900.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,11-07-2020 04:22
"950.00,900.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,14-07-2020 17:04
"950.00,900.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,14-07-2020 17:13
"850.00,800.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,14-07-2020 18:20
"850.00,800.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,14-07-2020 18:20
"850.00,800.00",,9d2a5d655e5000921f3591f6cd7908d3,15-07-2020 00:00,15-07-2020 04:31
